"","state","year","NDVI_mean","NDVI_median_min","NDVI_median_max","NDVI_stdDev","EVI_mean","EVI_median_min","EVI_median_max","EVI_stdDev","MVI_mean","MVI_median_min","MVI_median_max","MVI_stdDev","total_pixels","districts_analyzed","Target_Value","Target_Trend","Index"
"1","ANDHRA PRADESH",2000,0.455726485,0.286794724,0.589912592,0.193962951,0.293089792,0.165690812,0.408124797,0.137672971,10.99507657,2.920039628,5.377371534,22.89488181,412626,5,0.455726485,NA,"NDVI"
"2","ANDHRA PRADESH",2001,0.656802423,0.199988814,0.722534401,0.228239786,0.390557328,0.099649701,0.439460785,0.149024107,6.447048847,2.514483385,5.012538487,24.43405941,227013,2,0.656802423,0.548693652666667,"NDVI"
"3","ANDHRA PRADESH",2002,0.53355205,0.325540047,0.699287184,0.206307726,0.320719111,0.138969037,0.419907045,0.144208787,6.907367095,2.921401419,5.042309881,17.24123449,501685,5,0.53355205,0.560611097,"NDVI"
"4","ANDHRA PRADESH",2003,0.491478818,0.197326445,0.644516904,0.172425119,0.298465835,0.087175279,0.39262905,0.117669019,7.49907357,2.21537508,4.504596556,16.60444281,499520,5,0.491478818,0.514952101,"NDVI"
"5","ANDHRA PRADESH",2004,0.519825435,0.198041295,0.707064806,0.179520019,0.31868513,0.083736634,0.435551214,0.122514349,7.106881162,2.465121839,10.7074218,15.89879518,503800,5,0.519825435,0.514742231666667,"NDVI"
"6","ANDHRA PRADESH",2005,0.532922442,0.221409499,0.699214461,0.181542369,0.332891722,0.091893,0.45900135,0.127720819,8.596859445,3.505511474,5.718655992,18.68408763,502653,5,0.532922442,0.537733907666667,"NDVI"
"7","ANDHRA PRADESH",2006,0.560453846,0.311773138,0.730561567,0.188070468,0.321916976,0.130731499,0.416055222,0.127680236,7.058087954,4.494039428,5.199034629,17.81731209,503803,5,0.560453846,0.545742329333333,"NDVI"
"8","ANDHRA PRADESH",2007,0.5438507,0.342190982,0.691460414,0.159762517,0.344407504,0.161599101,0.455076123,0.117960003,7.389351724,2.928746964,5.005873706,15.31326115,503803,5,0.5438507,0.564754067,"NDVI"
"9","ANDHRA PRADESH",2008,0.589957655,0.372629848,0.730572419,0.172961599,0.364769293,0.16540067,0.466833934,0.130312944,9.693921601,4.514348853,7.030446863,20.74366431,503168,5,0.589957655,0.561147883,"NDVI"
"10","ANDHRA PRADESH",2009,0.549635294,0.264417153,0.652402918,0.146936895,0.358157664,0.133992956,0.451195593,0.113056567,10.68153838,2.491882593,13.60131663,21.91454322,503653,5,0.549635294,0.564816715666667,"NDVI"
"11","ANDHRA PRADESH",2010,0.554857198,0.20901975,0.628938002,0.164094502,0.344080429,0.080200884,0.412130906,0.116104066,12.28249991,4.422814043,6.932351564,23.29842112,503705,5,0.554857198,0.56657911,"NDVI"
"12","ANDHRA PRADESH",2011,0.595244838,0.200955396,0.707007898,0.16864956,0.395164642,0.083855907,0.482460054,0.133901795,17.05763613,5.022659927,20.42638889,31.08847238,503004,5,0.595244838,0.569895696,"NDVI"
"13","ANDHRA PRADESH",2012,0.559585052,0.207669365,0.660150091,0.160955933,0.366996391,0.099310793,0.443381288,0.124629632,14.81788067,4.551214222,8.491384804,23.6254987,497915,5,0.559585052,0.585549207,"NDVI"
"14","ANDHRA PRADESH",2013,0.601817731,0.278345334,0.714897022,0.153852534,0.397582238,0.134913577,0.459020826,0.124497345,22.52360124,5.103669457,10.91230674,34.84319058,469760,5,0.601817731,0.603033749666667,"NDVI"
"15","ANDHRA PRADESH",2014,0.647698466,0.302627963,0.748037379,0.159543149,0.395318444,0.10334909,0.458980326,0.117778137,11.27012827,5.008650859,7.727731069,22.84785444,503801,5,0.647698466,0.636001419666667,"NDVI"
"16","ANDHRA PRADESH",2015,0.658488062,0.392418853,0.777440011,0.141468492,0.401747974,0.150844711,0.49414705,0.109329804,10.44379899,2.434881024,6.971240093,19.13892065,483561,5,0.658488062,0.655147578666667,"NDVI"
"17","ANDHRA PRADESH",2016,0.659256208,0.450768896,0.738331644,0.134901721,0.39904841,0.189116525,0.466808803,0.101529645,9.051157313,2.729880442,6.817839342,15.23007175,503803,5,0.659256208,0.657235956333333,"NDVI"
"18","ANDHRA PRADESH",2017,0.653963599,0.431608277,0.742295037,0.129480992,0.402141521,0.182610956,0.486329235,0.100933788,11.74206533,3.273108902,6.948316751,19.47591777,494735,5,0.653963599,0.659864879333333,"NDVI"
"19","ANDHRA PRADESH",2018,0.666374831,0.408355165,0.777391437,0.123420838,0.405694796,0.176885147,0.498051671,0.095726161,10.866757,3.209294421,7.000043106,20.54938949,503796,5,0.666374831,0.663119376,"NDVI"
"20","ANDHRA PRADESH",2019,0.669019698,0.468634264,0.771498283,0.123726524,0.413692235,0.205044057,0.501970695,0.097130134,10.25308737,4.267835219,6.94937416,18.22273586,503802,5,0.669019698,0.682392818666667,"NDVI"
"21","ANDHRA PRADESH",2020,0.711783927,0.537725237,0.777399895,0.121116191,0.450085949,0.236113473,0.505859926,0.10644865,14.17355056,4.464726725,10.92089463,24.22218719,503802,5,0.711783927,0.693913409333333,"NDVI"
"22","ANDHRA PRADESH",2021,0.700936603,0.524840434,0.79884407,0.112814243,0.425016204,0.227493981,0.505882417,0.095658307,21.64023226,4.778995576,14.93615941,28.5260192,503728,5,0.700936603,0.711687523666667,"NDVI"
"23","ANDHRA PRADESH",2022,0.722342041,0.561541271,0.779313445,0.116423096,0.450667447,0.244852043,0.501937744,0.099993158,16.80644796,6.861632373,18.43740067,30.29772113,503798,5,0.722342041,0.712774215666667,"NDVI"
"24","ANDHRA PRADESH",2023,0.715044003,0.58906499,0.746190754,0.110089539,0.441237456,0.274887748,0.474596955,0.094501628,14.73267183,6.46579706,10.9426733,24.8017795,503803,5,0.715044003,0.713551984,"NDVI"
"25","ANDHRA PRADESH",2024,0.703269908,0.545913478,0.746127497,0.11134486,0.445656945,0.333247994,0.478513213,0.095117484,12.88926223,4.465677198,8.981873113,21.69419308,503803,5,0.703269908,0.717758463333333,"NDVI"
"26","ANDHRA PRADESH",2025,0.734961479,0.563362184,0.793035718,0.114528939,0.461866604,0.333916746,0.521492285,0.10108288,16.11059197,6.864365545,10.94513187,27.48353632,503803,5,0.734961479,NA,"NDVI"
"27","GOA",2000,0.337548629,0.292937226,0.379091994,0.212108782,0.165850549,0.130851168,0.170023412,0.118933173,4.284464615,1.44152927,1.467585559,10.67597769,49914,2,0.337548629,NA,"NDVI"
"28","GOA",2001,0.379204066,0.371281154,0.394320237,0.24485267,0.185657174,0.158186288,0.181732347,0.134992424,6.516244282,2.478412731,2.495638184,17.03181154,49914,2,0.379204066,0.371852980666667,"NDVI"
"29","GOA",2002,0.398806247,0.386653107,0.402200849,0.194067679,0.204775043,0.177710827,0.193229233,0.125733736,7.058488482,2.493991632,3.510727151,13.3637663,49914,2,0.398806247,0.400513782333333,"NDVI"
"30","GOA",2003,0.423531034,0.410316494,0.449369876,0.214061395,0.208081443,0.181720196,0.20534367,0.13164813,5.70017074,2.480509831,2.512008316,11.65888638,49914,2,0.423531034,0.405036591333333,"NDVI"
"31","GOA",2004,0.392772493,0.386797189,0.394451704,0.209044131,0.203377419,0.181600273,0.18951778,0.13082421,6.220814771,2.496118687,2.509175453,13.72013934,47467,2,0.392772493,0.418425585666667,"NDVI"
"32","GOA",2005,0.43897323,0.441313257,0.44900369,0.212006112,0.220166675,0.197342707,0.205135213,0.131813662,6.266698555,2.487234858,2.524781312,14.01164878,49848,2,0.43897323,0.428627617,"NDVI"
"33","GOA",2006,0.454137128,0.47265645,0.480433592,0.213653128,0.225832449,0.20908828,0.224534783,0.132898241,7.107950582,3.441021689,3.522122203,15.75979699,49914,2,0.454137128,0.455687581,"NDVI"
"34","GOA",2007,0.473952385,0.472805351,0.519481414,0.185325853,0.236509968,0.220732259,0.244103541,0.123984191,5.172612177,2.519742455,2.521084368,10.81504207,49914,2,0.473952385,0.479323959333333,"NDVI"
"35","GOA",2008,0.509882365,0.527459805,0.535096593,0.184063294,0.256646707,0.252062171,0.255731983,0.124867333,7.663263137,3.441744397,3.518349724,14.78938466,49746,2,0.509882365,0.488768329666667,"NDVI"
"36","GOA",2009,0.482470239,0.511663578,0.511740153,0.173324555,0.251504145,0.251994823,0.259761251,0.12138867,10.07296396,3.431647309,4.480927883,18.27078298,49914,2,0.482470239,0.499446978666667,"NDVI"
"37","GOA",2010,0.505988332,0.511740895,0.529252461,0.165039254,0.296422681,0.29881142,0.302570415,0.122237963,9.373000205,3.405150345,3.472603807,18.38322445,44655,2,0.505988332,0.533463728,"NDVI"
"38","GOA",2011,0.611932613,0.652364315,0.66028286,0.168071921,0.299975275,0.306754746,0.314539267,0.125519494,5.574181384,3.423187085,3.493122166,10.7234292,47328,2,0.611932613,0.548776547,"NDVI"
"39","GOA",2012,0.528408696,0.548780992,0.558549581,0.153019473,0.275331054,0.279225492,0.287136174,0.110492953,7.894159821,3.429289642,3.508328762,13.99145964,49872,2,0.528408696,0.559309141,"NDVI"
"40","GOA",2013,0.537586114,0.574133387,0.581998177,0.176152457,0.279797097,0.287117325,0.290938522,0.12050282,9.679432682,3.439451058,4.491353663,19.27969693,49244,2,0.537586114,0.573742947,"NDVI"
"41","GOA",2014,0.655234031,0.699284023,0.714898819,0.181073188,0.310636525,0.318102352,0.326187251,0.129173357,5.794033793,3.260203299,3.554568801,10.10642941,49914,2,0.655234031,0.622601254,"NDVI"
"42","GOA",2015,0.674983617,0.722817415,0.738456775,0.155799308,0.320169391,0.333993481,0.353496402,0.119968372,6.063812027,3.508930409,4.438145535,9.35618726,49914,2,0.674983617,0.662811494666667,"NDVI"
"43","GOA",2016,0.658216836,0.707150306,0.708978717,0.151312802,0.30977322,0.326218334,0.334103964,0.11302543,5.664084131,3.267709358,3.5344203,8.583977851,49914,2,0.658216836,0.668260799,"NDVI"
"44","GOA",2017,0.671581944,0.712973451,0.722697001,0.151593792,0.312363987,0.326145932,0.334029183,0.112732038,5.579969245,3.256597881,3.510693978,9.167681027,49914,2,0.671581944,0.668339959666667,"NDVI"
"45","GOA",2018,0.675221099,0.714894401,0.730345473,0.138687103,0.316700509,0.330077776,0.341846037,0.105568963,5.236690721,3.454893375,3.484244189,8.681447017,49914,2,0.675221099,0.671445142333333,"NDVI"
"46","GOA",2019,0.667532384,0.699261443,0.730452367,0.132570337,0.315993128,0.326208664,0.34964605,0.103827238,5.130392397,3.455183171,3.747383489,8.200864228,49914,2,0.667532384,0.677496899666667,"NDVI"
"47","GOA",2020,0.689737216,0.722671784,0.746270703,0.129686173,0.329044822,0.333891687,0.361226553,0.108072169,4.616060511,3.257673996,3.73976131,6.691044405,49914,2,0.689737216,0.682006585333333,"NDVI"
"48","GOA",2021,0.688750156,0.708938838,0.753909497,0.124724278,0.323933262,0.330050131,0.361288343,0.100587133,5.763811961,3.469526359,3.497056687,10.13086274,49914,2,0.688750156,0.691068882666667,"NDVI"
"49","GOA",2022,0.694719276,0.71687497,0.767713607,0.117840905,0.32133242,0.330154824,0.365464063,0.096422353,5.316228406,3.462635093,3.508921173,8.65078635,49914,2,0.694719276,0.687367039666667,"NDVI"
"50","GOA",2023,0.678631687,0.707032224,0.751967832,0.132725435,0.325522588,0.337973526,0.369208369,0.102608061,4.884466486,3.528334789,3.729600564,7.238848974,49914,2,0.678631687,0.689638382333333,"NDVI"
"51","GOA",2024,0.695564184,0.722737169,0.779258219,0.129931707,0.335630925,0.345683303,0.388796853,0.10088732,4.717076816,3.256505794,3.461585147,7.689283519,49914,2,0.695564184,0.689400295333333,"NDVI"
"52","GOA",2025,0.694005015,0.722599931,0.77766334,0.124285686,0.325115607,0.337901507,0.377105769,0.098752714,5.090030275,3.253345259,3.484336019,7.52217383,49914,2,0.694005015,NA,"NDVI"
"53","GUJARAT",2000,0.158206333,0.079936023,0.306356088,0.11349782,0.083159495,0.038025631,0.161218616,0.060728033,11.05847694,1.728558656,22.28926166,13.27167981,268450,13,0.158206333,NA,"NDVI"
"54","GUJARAT",2001,0.165920337,0.060593541,0.337240266,0.122083198,0.088514428,0.030224567,0.16921646,0.064930716,14.19782811,1.446474686,20.25161432,14.76684062,268137,13,0.165920337,0.165543211,"NDVI"
"55","GUJARAT",2002,0.172502963,0.111203679,0.334181873,0.227012527,0.093151258,0.051801224,0.178949802,0.06183045,10.39578159,2.228008872,14.28365157,15.57251571,267201,13,0.172502963,0.169543992,"NDVI"
"56","GUJARAT",2003,0.170208676,0.095317299,0.270385412,0.116885947,0.093753941,0.047878646,0.145176934,0.063871164,9.73278881,1.479472133,51.24625,14.09512993,239756,13,0.170208676,0.183635595333333,"NDVI"
"57","GUJARAT",2004,0.208195147,0.119139865,0.322376566,0.128630582,0.110554244,0.056584715,0.166417343,0.068900007,9.669733648,1.713945851,4.466932066,13.1626234,266154,13,0.208195147,0.193229067,"NDVI"
"58","GUJARAT",2005,0.201283378,0.115321891,0.307152909,0.130095024,0.107774783,0.049804171,0.164648412,0.069383408,8.116364939,1.231498814,4.465439818,12.14733902,257698,13,0.201283378,0.210664443,"NDVI"
"59","GUJARAT",2006,0.222514804,0.150534304,0.342803086,0.137240722,0.118506222,0.060331223,0.190089503,0.073065119,11.54550966,1.2089119,9.501545903,14.80669093,267869,13,0.222514804,0.220353191666667,"NDVI"
"60","GUJARAT",2007,0.237261393,0.165733905,0.400232643,0.141703471,0.130119958,0.068426969,0.215789926,0.08061401,10.02358428,1.235992118,5.469169762,13.58996052,264975,13,0.237261393,0.239712160333333,"NDVI"
"61","GUJARAT",2008,0.259360284,0.136556587,0.394951089,0.132246783,0.14041906,0.064461977,0.218566656,0.076960777,9.436012456,1.237869452,8.481239275,11.02303038,259795,13,0.259360284,0.245899538333333,"NDVI"
"62","GUJARAT",2009,0.241076938,0.166011753,0.355040326,0.119318806,0.131007652,0.072128421,0.189881423,0.07020923,10.75572089,1.383775389,7.472521314,11.12458315,268450,13,0.241076938,0.253853624666667,"NDVI"
"63","GUJARAT",2010,0.261123652,0.173902723,0.412559918,0.122890775,0.140494914,0.076174137,0.223675248,0.071917244,8.909723045,1.455876901,7.447276118,11.74771723,268439,13,0.261123652,0.269307135333333,"NDVI"
"64","GUJARAT",2011,0.305720816,0.206942608,0.552677905,0.140883761,0.163343978,0.083951488,0.291760098,0.084689054,11.3703068,1.227464691,13.48486895,11.40127013,268331,13,0.305720816,0.282465556333333,"NDVI"
"65","GUJARAT",2012,0.280552201,0.189466759,0.501622319,0.116913708,0.155955778,0.087734476,0.274815057,0.070732086,9.879807894,1.243006933,5.471966728,11.59242174,267400,13,0.280552201,0.292143518333333,"NDVI"
"66","GUJARAT",2013,0.290157538,0.174183592,0.44735332,0.122105635,0.153613239,0.080145057,0.24521456,0.070650527,6.634208392,1.716678946,3.479420803,10.56161207,268450,13,0.290157538,0.307539522333333,"NDVI"
"67","GUJARAT",2014,0.351908828,0.261763596,0.545433135,0.144417096,0.173627959,0.107345823,0.286079681,0.080191964,8.482997118,1.720599261,4.479300802,10.77711109,258917,13,0.351908828,0.329663420666667,"NDVI"
"68","GUJARAT",2015,0.346923896,0.275403961,0.537201153,0.13833754,0.169336527,0.100507184,0.268418706,0.074352165,11.49107508,1.713266381,6.901997166,10.88393211,267422,13,0.346923896,0.344742510666667,"NDVI"
"69","GUJARAT",2016,0.335394808,0.255769181,0.545377184,0.128344537,0.168429023,0.098603186,0.274398634,0.072196635,9.481632964,1.480674568,5.465245763,10.02160365,268266,13,0.335394808,0.341929774333333,"NDVI"
"70","GUJARAT",2017,0.343470619,0.271547005,0.548918989,0.127583567,0.171224244,0.106444544,0.274395396,0.071492949,6.206476699,1.726771019,3.47710946,8.857314236,266891,13,0.343470619,0.34175486,"NDVI"
"71","GUJARAT",2018,0.346399153,0.275410641,0.571917476,0.124584057,0.172749541,0.108408165,0.303697772,0.071198367,7.924019206,2.229936179,4.440335195,9.734044536,268450,13,0.346399153,0.342728501,"NDVI"
"72","GUJARAT",2019,0.338315731,0.259688416,0.552683639,0.119590924,0.168377286,0.104504832,0.281966903,0.066961697,4.295556835,1.399693893,3.429228583,6.409465047,268413,13,0.338315731,0.360792882666667,"NDVI"
"73","GUJARAT",2020,0.397663764,0.300626511,0.658450113,0.128069291,0.197795361,0.115206178,0.360297111,0.076430384,5.543722026,1.720422382,4.502247813,8.386140738,260221,13,0.397663764,0.376181559333333,"NDVI"
"74","GUJARAT",2021,0.392565183,0.277354317,0.669775533,0.124220021,0.195076282,0.120019246,0.36423771,0.072900646,6.345175577,1.727429705,4.485314035,8.191423376,268450,13,0.392565183,0.399881058666667,"NDVI"
"75","GUJARAT",2022,0.409414229,0.308563189,0.728724692,0.123337599,0.204528313,0.120215284,0.44228883,0.073243428,7.305306221,1.720587283,4.790564463,7.418011831,268450,13,0.409414229,0.400264242666667,"NDVI"
"76","GUJARAT",2023,0.398813316,0.298889139,0.665859681,0.122485926,0.198615758,0.116194745,0.368041414,0.070515111,4.419845084,1.730289069,4.254709423,6.180142006,268445,13,0.398813316,0.402372323,"NDVI"
"77","GUJARAT",2024,0.398889424,0.300776972,0.668732321,0.131169616,0.200678678,0.130780928,0.36078717,0.075963318,5.576256775,1.739093755,3.472140914,6.903360306,268448,13,0.398889424,0.399214616,"NDVI"
"78","GUJARAT",2025,0.399941108,0.285107858,0.714802296,0.136334488,0.198620529,0.130820704,0.384597021,0.079746742,6.206264502,1.731640853,4.484125458,8.129603838,268450,13,0.399941108,NA,"NDVI"
"79","KARNATAKA",2000,0.302526295,0.285121715,0.415668047,0.196763204,0.143464091,0.119171726,0.205099752,0.108123985,5.663658106,1.415079288,4.519937071,19.3716152,35545,3,0.302526295,NA,"NDVI"
"80","KARNATAKA",2001,0.286124955,0.277263155,0.404047797,0.208657618,0.141469926,0.123168716,0.201296931,0.114154207,6.5506642,1.431859461,4.913534758,24.84002347,35545,3,0.286124955,0.302004952666667,"NDVI"
"81","KARNATAKA",2002,0.317363608,0.308543149,0.457189069,0.184062445,0.160144427,0.140339926,0.255768534,0.16420751,6.853585063,1.420789538,5.599781027,26.32327881,34203,3,0.317363608,0.313475561666667,"NDVI"
"82","KARNATAKA",2003,0.336938122,0.339710272,0.511110465,0.215228811,0.160923923,0.13869263,0.240407526,0.117131942,7.303747552,1.418238404,7.02315814,25.0779572,35545,3,0.336938122,0.313644430666667,"NDVI"
"83","KARNATAKA",2004,0.286631562,0.277273775,0.402377889,0.20401301,0.147306688,0.126906947,0.205078507,0.113742092,5.848675175,1.439000769,4.881656721,25.00200067,32548,3,0.286631562,0.315391561666667,"NDVI"
"84","KARNATAKA",2005,0.322605001,0.3242651,0.427665666,0.198329721,0.158577645,0.138658222,0.219631211,0.110411496,6.517768837,1.428285377,6.926287615,23.86605162,34507,3,0.322605001,0.312053932666667,"NDVI"
"85","KARNATAKA",2006,0.326925235,0.339920096,0.511891371,0.228536738,0.161539621,0.142514981,0.244198176,0.122544411,6.468987596,1.429542816,6.891855868,25.88090189,35350,3,0.326925235,0.356648556333333,"NDVI"
"86","KARNATAKA",2007,0.420415433,0.433562945,0.533328575,0.190105021,0.203832589,0.18550102,0.275356862,0.115613173,6.924948867,2.478111331,5.470286547,20.79712241,34530,3,0.420415433,0.389234809,"NDVI"
"87","KARNATAKA",2008,0.420363759,0.433731293,0.529510113,0.185391062,0.201037402,0.181668076,0.254804607,0.107525459,8.02635139,2.479495412,5.475056283,20.63204442,35329,3,0.420363759,0.414146096333333,"NDVI"
"88","KARNATAKA",2009,0.401659097,0.394333809,0.525007386,0.160541955,0.204646161,0.181595288,0.276366708,0.102419501,10.63005289,2.485539689,7.461752244,23.27718525,35541,3,0.401659097,0.427940752,"NDVI"
"89","KARNATAKA",2010,0.4617994,0.456785893,0.591987585,0.15676956,0.238062856,0.216731685,0.319328503,0.104228401,10.05258336,2.484118435,5.488209736,21.63535236,34662,3,0.4617994,0.472114929666667,"NDVI"
"90","KARNATAKA",2011,0.552886292,0.566386676,0.638639945,0.167495738,0.257885677,0.24005781,0.313959499,0.111136695,8.941455804,2.486456031,5.489130696,20.03502184,30641,3,0.552886292,0.487282203333333,"NDVI"
"91","KARNATAKA",2012,0.447160918,0.441292566,0.533388227,0.138244975,0.230407046,0.208888416,0.283966411,0.093078759,10.50720809,2.482356536,6.474718637,24.16175144,35519,3,0.447160918,0.499709376666667,"NDVI"
"92","KARNATAKA",2013,0.49908092,0.527249962,0.587583385,0.179885239,0.23532145,0.220823666,0.306538735,0.111278292,12.98361607,3.013251646,9.498212692,29.27492467,35401,3,0.49908092,0.502611163666667,"NDVI"
"93","KARNATAKA",2014,0.561591653,0.582101254,0.637152482,0.171807966,0.253505181,0.244094183,0.310329047,0.108124822,10.31903693,3.029335716,6.512987492,22.1171774,35545,3,0.561591653,0.554975267,"NDVI"
"94","KARNATAKA",2015,0.604253228,0.620912277,0.674199965,0.15640032,0.283315253,0.275331364,0.330134192,0.107746145,8.741294805,3.015649183,6.497532873,20.44243845,35545,3,0.604253228,0.57945558,"NDVI"
"95","KARNATAKA",2016,0.572521859,0.58191272,0.620820532,0.139014323,0.269170495,0.255713773,0.314334383,0.094972553,8.672049798,3.003953597,7.470149955,22.44046413,35545,3,0.572521859,0.582822151,"NDVI"
"96","KARNATAKA",2017,0.571691366,0.583933836,0.623385864,0.133211316,0.26678362,0.25582752,0.309606628,0.090056398,8.447057139,3.409314779,6.472682016,20.33285605,35545,3,0.571691366,0.580717723,"NDVI"
"97","KARNATAKA",2018,0.597939944,0.614850225,0.630800796,0.13518146,0.277128408,0.275352782,0.294922412,0.093295178,10.45126344,3.432948706,7.472329148,25.35582398,35545,3,0.597939944,0.596524063333333,"NDVI"
"98","KARNATAKA",2019,0.61994088,0.611457605,0.652264008,0.129760508,0.289450631,0.287158819,0.298896108,0.090018977,11.95079527,3.450638349,6.937944921,25.3131035,35545,3,0.61994088,0.622442602666667,"NDVI"
"99","KARNATAKA",2020,0.649446984,0.658353265,0.685545215,0.131549312,0.303617496,0.30671371,0.322057329,0.098812697,11.51491075,3.43176943,8.952305633,25.84594042,35545,3,0.649446984,0.640260111333333,"NDVI"
"100","KARNATAKA",2021,0.65139247,0.654343824,0.67564714,0.119954081,0.302858993,0.30288005,0.315312997,0.090997594,16.64552973,4.428796816,10.51578874,33.57080605,35545,3,0.65139247,0.661055964,"NDVI"
"101","KARNATAKA",2022,0.682328438,0.661944603,0.716833029,0.113115524,0.320198104,0.322285215,0.326127102,0.086331986,11.94784737,3.00538071,8.495855067,29.48780039,35545,3,0.682328438,0.663437514333333,"NDVI"
"102","KARNATAKA",2023,0.656591635,0.635040902,0.689465715,0.11524087,0.312572949,0.309595392,0.318438662,0.082609541,9.990147251,3.373859626,7.506050553,23.09124746,35545,3,0.656591635,0.674777789666667,"NDVI"
"103","KARNATAKA",2024,0.685413296,0.693529684,0.722597226,0.121225357,0.335699546,0.341759488,0.36921515,0.090706489,10.24473257,3.499841084,8.485816324,24.66772499,35545,3,0.685413296,0.680781262,"NDVI"
"104","KARNATAKA",2025,0.700338855,0.697390407,0.746139402,0.128437366,0.340047218,0.341859795,0.365048915,0.096262391,10.64077108,3.436468536,9.50255387,25.31749209,35545,3,0.700338855,NA,"NDVI"
"105","KERALA",2000,0.390509956,0.285498628,0.595622532,0.15509062,0.177453828,0.130877066,0.251290601,0.102366729,14.19536943,2.353457052,8.586120248,20.50917425,7981,9,0.390509956,NA,"NDVI"
"106","KERALA",2001,0.372870428,0.329852867,0.610171676,0.159560467,0.184407391,0.127066189,0.275589193,0.105460542,12.56532178,2.450475336,9.440280119,21.18264779,17568,9,0.372870428,0.403616641333333,"NDVI"
"107","KERALA",2002,0.44746954,0.314467451,0.671378624,0.159995708,0.214223211,0.142543807,0.344205052,0.110680794,17.10955092,3.456724969,8.386123798,22.19947525,18381,9,0.44746954,0.431333945666667,"NDVI"
"108","KERALA",2003,0.473661869,0.32244384,0.639690054,0.154758491,0.226538356,0.134469728,0.344032752,0.104201644,13.34423759,2.059927252,9.586085149,19.41488085,17382,9,0.473661869,0.445474231333333,"NDVI"
"109","KERALA",2004,0.415291285,0.371234826,0.624295372,0.154283368,0.201893711,0.142667832,0.329416276,0.103100633,14.55758282,3.389460081,7.469543879,21.06201209,17780,8,0.415291285,0.447903848333333,"NDVI"
"110","KERALA",2005,0.454758391,0.41227931,0.661269658,0.154034601,0.228503862,0.153814438,0.374317435,0.109873085,14.25317417,3.463570047,7.516506463,20.08377259,18219,9,0.454758391,0.463283490333333,"NDVI"
"111","KERALA",2006,0.519800795,0.447173703,0.686676303,0.150120106,0.256181417,0.177494531,0.3734144,0.109362015,13.83648146,3.749790519,8.458006121,19.55394608,17237,9,0.519800795,0.498041970333333,"NDVI"
"112","KERALA",2007,0.519566725,0.47080909,0.625250264,0.1404174,0.272759802,0.204822677,0.336964182,0.106077386,13.52808947,3.45305993,6.608496154,20.3817868,18365,9,0.519566725,0.518257052333333,"NDVI"
"113","KERALA",2008,0.515403637,0.494232174,0.643371602,0.140753988,0.261038082,0.22839104,0.327911193,0.107273862,14.126251,3.232301279,8.477834391,19.81025654,18054,9,0.515403637,0.513802474666667,"NDVI"
"114","KERALA",2009,0.506437062,0.501859013,0.626172781,0.126139569,0.268391058,0.224674256,0.37219511,0.098553065,12.46801538,2.788351254,6.503566687,18.4531266,18327,9,0.506437062,0.532525275,"NDVI"
"115","KERALA",2010,0.575735126,0.564266444,0.669908969,0.127145404,0.304196228,0.267610223,0.364872544,0.106752049,13.58442173,3.230334431,6.439421456,19.63288037,18216,9,0.575735126,0.567871527,"NDVI"
"116","KERALA",2011,0.621442393,0.566930333,0.743983063,0.139075974,0.332271305,0.279598301,0.397578634,0.112903664,12.69898948,2.502796607,5.310472385,24.44178007,11683,5,0.621442393,0.585762653333333,"NDVI"
"117","KERALA",2012,0.560110441,0.501868133,0.669917069,0.119008649,0.311673223,0.275392173,0.366930423,0.101867228,16.28306404,3.460327633,7.440177826,24.06688924,18402,9,0.560110441,0.588622702333333,"NDVI"
"118","KERALA",2013,0.584315273,0.576386605,0.657629679,0.120816911,0.320976776,0.283368169,0.371477163,0.101610923,13.93363818,3.207602613,5.461490368,19.87789781,18279,9,0.584315273,0.596903669,"NDVI"
"119","KERALA",2014,0.646285293,0.595413177,0.705098814,0.128954699,0.326137569,0.267481785,0.361233443,0.10637722,11.51012251,3.199165168,7.443218721,20.0622722,18404,9,0.646285293,0.634207953666667,"NDVI"
"120","KERALA",2015,0.672023295,0.607094944,0.738506143,0.132331611,0.340738756,0.287097067,0.379829283,0.108686615,12.90537528,3.228312506,7.512769706,20.17752129,18404,9,0.672023295,0.662483963666667,"NDVI"
"121","KERALA",2016,0.669143303,0.646588418,0.72053191,0.120131091,0.348461327,0.312463024,0.384802865,0.1021161,14.12627018,3.445198956,7.500796662,22.59970775,18404,9,0.669143303,0.661878246666667,"NDVI"
"122","KERALA",2017,0.644468142,0.627287035,0.681767418,0.127832122,0.333560638,0.276434935,0.381233833,0.107403395,12.55928739,3.669187983,7.462652621,20.94029653,18404,9,0.644468142,0.662813061666667,"NDVI"
"123","KERALA",2018,0.67482774,0.631547953,0.732518771,0.118739303,0.341445069,0.278935772,0.391726528,0.101570106,12.07030676,3.477610252,7.562817045,20.84965234,18395,9,0.67482774,0.660331352666667,"NDVI"
"124","KERALA",2019,0.661698176,0.630723909,0.701069865,0.112368841,0.337875821,0.276358989,0.375661732,0.099227861,10.266566,3.079716883,5.517012058,17.22024694,18404,9,0.661698176,0.673930766333333,"NDVI"
"125","KERALA",2020,0.685266383,0.636773485,0.724615709,0.107377137,0.353110772,0.254531314,0.405614933,0.102273983,9.62145826,3.433568426,5.483070611,16.62964995,18404,9,0.685266383,0.685202534666667,"NDVI"
