"","Index","state","year","Value","lower80","upper80","lower95","upper95"
"171","MVI","KERALA",2027,9.4176867999884,7.5121405599361,11.3232330400407,6.50340531355355,12.3319682864232
"172","MVI","KERALA",2028,9.22102032148846,7.27014822580959,11.1718924171673,6.23741892083011,12.2046217221468
"173","MVI","KERALA",2029,9.02435384298852,7.02918533020082,11.0195223557762,5.97300691845765,12.0757007675194
"174","MVI","KERALA",2030,8.82768736448858,6.78918476327844,10.8661899656987,5.71006667080605,11.9453080581711
"175","MVI","MAHARASHTRA",2025,4.197235134,4.197235134,4.197235134,4.197235134,4.197235134
"176","MVI","MAHARASHTRA",2026,4.27122896011049,2.8972541315389,5.64520378868209,2.16991579248891,6.37254212773207
"177","MVI","MAHARASHTRA",2027,4.27122896011049,2.80424117045692,5.73821674976406,2.0276647440587,6.51479317616228
"178","MVI","MAHARASHTRA",2028,4.27122896011049,2.71678387570352,5.82567404451746,1.89391035405948,6.6485475661615
"179","MVI","MAHARASHTRA",2029,4.27122896011049,2.63399169389606,5.90846622632492,1.7672906386248,6.77516728159618
"180","MVI","MAHARASHTRA",2030,4.27122896011049,2.55518927195476,5.98726864826623,1.64677273435004,6.89568518587095
"181","MVI","ODISHA",2025,5.808703414,5.808703414,5.808703414,5.808703414,5.808703414
"182","MVI","ODISHA",2026,6.18934984073077,4.73439169287757,7.64430798858398,3.96418337418008,8.41451630728146
"183","MVI","ODISHA",2027,6.18934984073077,4.73439169287757,7.64430798858398,3.96418337418008,8.41451630728146
"184","MVI","ODISHA",2028,6.18934984073077,4.73439169287757,7.64430798858398,3.96418337418008,8.41451630728146
"185","MVI","ODISHA",2029,6.18934984073077,4.73439169287757,7.64430798858398,3.96418337418008,8.41451630728146
"186","MVI","ODISHA",2030,6.18934984073077,4.73439169287757,7.64430798858398,3.96418337418008,8.41451630728146
"187","MVI","TAMIL NADU",2025,14.34168602,14.34168602,14.34168602,14.34168602,14.34168602
"188","MVI","TAMIL NADU",2026,9.87603265884616,6.19779723406745,13.5542680836249,4.25065701806025,15.5014082996321
"189","MVI","TAMIL NADU",2027,9.87603265884616,6.19779723406745,13.5542680836249,4.25065701806025,15.5014082996321
"190","MVI","TAMIL NADU",2028,9.87603265884616,6.19779723406745,13.5542680836249,4.25065701806025,15.5014082996321
"191","MVI","TAMIL NADU",2029,9.87603265884616,6.19779723406745,13.5542680836249,4.25065701806025,15.5014082996321
"192","MVI","TAMIL NADU",2030,9.87603265884616,6.19779723406745,13.5542680836249,4.25065701806025,15.5014082996321
"193","MVI","WEST BENGAL",2025,12.92335545,12.92335545,12.92335545,12.92335545,12.92335545
"194","MVI","WEST BENGAL",2026,19.0536542532322,8.74843808462459,29.3588704218398,3.29318617188147,34.8141223345829
"195","MVI","WEST BENGAL",2027,19.0536542532322,8.74843808462459,29.3588704218398,3.29318617188147,34.8141223345829
"196","MVI","WEST BENGAL",2028,19.0536542532322,8.74843808462459,29.3588704218398,3.29318617188147,34.8141223345829
"197","MVI","WEST BENGAL",2029,19.0536542532322,8.74843808462459,29.3588704218398,3.29318617188147,34.8141223345829
"198","MVI","WEST BENGAL",2030,19.0536542532322,8.74843808462459,29.3588704218398,3.29318617188147,34.8141223345829
"199","MVI","ANDAMAN & NICOBAR",2025,8.572187645,8.572187645,8.572187645,8.572187645,8.572187645
"200","MVI","ANDAMAN & NICOBAR",2026,7.00380941175297,5.51325621749488,8.49436260601106,4.72420501944315,9.28341380406279
"201","MVI","ANDAMAN & NICOBAR",2027,7.92166608060454,6.20266541389482,9.64066674731425,5.29268142892598,10.5506507322831
"202","MVI","ANDAMAN & NICOBAR",2028,7.75682604398431,5.99343139643786,9.52022069153075,5.05994665758754,10.4537054303811
"203","MVI","ANDAMAN & NICOBAR",2029,7.59198600736407,5.78528789372071,9.39868412100743,4.8288796846211,10.355092330107
"204","MVI","ANDAMAN & NICOBAR",2030,7.42714597074384,5.57815828428146,9.27613365720621,4.59936332761291,10.2549286138748
"205","MVI","DADRA & NAGAR HAVELI & DAMAN & DIU",2025,5.359142286,5.359142286,5.359142286,5.359142286,5.359142286
"206","MVI","DADRA & NAGAR HAVELI & DAMAN & DIU",2026,5.359142286,0.389073269007842,10.3292113029922,-2.24192234212791,12.9602069141279
"207","MVI","DADRA & NAGAR HAVELI & DAMAN & DIU",2027,5.359142286,-1.66959672376063,12.3878812957606,-5.3903863995729,16.1086709715729
"208","MVI","DADRA & NAGAR HAVELI & DAMAN & DIU",2028,5.359142286,-3.24926976855432,13.9675543405543,-7.80628784153218,18.5245724135322
"209","MVI","DADRA & NAGAR HAVELI & DAMAN & DIU",2029,5.359142286,-4.58099574798432,15.2992803199843,-9.84298697025583,20.5612715422558
"210","MVI","DADRA & NAGAR HAVELI & DAMAN & DIU",2030,5.359142286,-5.75426988886002,16.47255446086,-11.6373549238632,22.3556394958632
"211","MVI","PUDUCHERRY",2025,8.008766753,8.008766753,8.008766753,8.008766753,8.008766753
"212","MVI","PUDUCHERRY",2026,8.008766753,6.00736462489205,10.0101688811079,4.94788633652886,11.0696471694711
"213","MVI","PUDUCHERRY",2027,8.008766753,5.17835671966736,10.8391767863326,3.6800281552243,12.3375053507757
"214","MVI","PUDUCHERRY",2028,8.008766753,4.54223658074056,11.4752969252594,2.7071663557794,13.3103671502206
"215","MVI","PUDUCHERRY",2029,8.008766753,4.0059624967841,12.0115710092159,1.88700592005772,14.1305275859423
"216","MVI","PUDUCHERRY",2030,8.008766753,3.53349554423788,12.4840379617621,1.16443007077266,14.8531034352273
