"Index","state","year","Value","lower80","upper80","lower95","upper95"
"MVI","PUDUCHERRY",2025,8.008766753,8.008766753,8.008766753,8.008766753,8.008766753
"MVI","PUDUCHERRY",2026,8.008766753,6.00736462489205,10.0101688811079,4.94788633652886,11.0696471694711
"MVI","PUDUCHERRY",2027,8.008766753,5.17835671966736,10.8391767863326,3.6800281552243,12.3375053507757
"MVI","PUDUCHERRY",2028,8.008766753,4.54223658074056,11.4752969252594,2.7071663557794,13.3103671502206
"MVI","PUDUCHERRY",2029,8.008766753,4.0059624967841,12.0115710092159,1.88700592005772,14.1305275859423
"MVI","PUDUCHERRY",2030,8.008766753,3.53349554423788,12.4840379617621,1.16443007077266,14.8531034352273
